subject_id	predicate_id	object_id	mapping_justification
unit:S-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA023_003	semapv:ManualMappingCuration
unit:S-M2-PER-MOL	skos:exactMatch	eclass:IRDI_0173_1_05_AAA002_003	semapv:ManualMappingCuration
unit:SV	skos:exactMatch	eclass:IRDI_0173_1_05_AAA713_003	semapv:ManualMappingCuration
unit:M2-K-PER-W	skos:exactMatch	eclass:IRDI_0173_1_05_AAA050_003	semapv:ManualMappingCuration
unit:PER-SEC-M2-SR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA330_003	semapv:ManualMappingCuration
unit:M2-PER-J	skos:exactMatch	eclass:IRDI_0173_1_05_AAA407_003	semapv:ManualMappingCuration
unit:M2-PER-KiloGM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA733_003	semapv:ManualMappingCuration
unit:M2-PER-MOL	skos:exactMatch	eclass:IRDI_0173_1_05_AAA477_003	semapv:ManualMappingCuration
unit:M2-PER-SR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA774_003	semapv:ManualMappingCuration
unit:M2-PER-SR-J	skos:exactMatch	eclass:IRDI_0173_1_05_AAA303_003	semapv:ManualMappingCuration
unit:M2-PER-V-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA538_003	semapv:ManualMappingCuration
unit:SR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA515_003	semapv:ManualMappingCuration
unit:TeraHZ	skos:exactMatch	eclass:IRDI_0173_1_05_AAA190_003	semapv:ManualMappingCuration
unit:TeraJ	skos:exactMatch	eclass:IRDI_0173_1_05_AAA101_003	semapv:ManualMappingCuration
unit:TeraW	skos:exactMatch	eclass:IRDI_0173_1_05_AAA465_003	semapv:ManualMappingCuration
unit:TeraW-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA098_003	semapv:ManualMappingCuration
unit:T	skos:exactMatch	eclass:IRDI_0173_1_05_AAA494_003	semapv:ManualMappingCuration
unit:CAL_TH-PER-GM-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAB063_002	semapv:ManualMappingCuration
unit:TONNE-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA339_003	semapv:ManualMappingCuration
unit:TON_Metric-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA339_003	semapv:ManualMappingCuration
unit:YR_TROPICAL	skos:exactMatch	eclass:IRDI_0173_1_05_AAA950_002	semapv:ManualMappingCuration
unit:V-A_Reactive	skos:exactMatch	eclass:IRDI_0173_1_05_AAA372_003	semapv:ManualMappingCuration
unit:V-A	skos:exactMatch	eclass:IRDI_0173_1_05_AAA736_003	semapv:ManualMappingCuration
unit:V-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA591_003	semapv:ManualMappingCuration
unit:V-PER-MilliM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA665_003	semapv:ManualMappingCuration
unit:W-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA787_003	semapv:ManualMappingCuration
unit:W-PER-M-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA773_003	semapv:ManualMappingCuration
unit:W-PER-M2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA570_003	semapv:ManualMappingCuration
unit:W-PER-M2-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA001_003	semapv:ManualMappingCuration
unit:W-PER-SR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA520_003	semapv:ManualMappingCuration
unit:W-PER-M2-SR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA340_003	semapv:ManualMappingCuration
unit:WB-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA770_003	semapv:ManualMappingCuration
unit:ARCMIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA121_003	semapv:ManualMappingCuration
unit:MIN_Angle	skos:exactMatch	eclass:IRDI_0173_1_05_AAA121_003	semapv:ManualMappingCuration
unit:ARCSEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA683_004	semapv:ManualMappingCuration
unit:IN4	skos:exactMatch	eclass:IRDI_0173_1_05_AAA539_003	semapv:ManualMappingCuration
unit:J-M2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA450_003	semapv:ManualMappingCuration
unit:KiloGM-PER-MOL	skos:exactMatch	eclass:IRDI_0173_1_05_AAA383_003	semapv:ManualMappingCuration
unit:CAL_IT-PER-GM-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAB060_002	semapv:ManualMappingCuration
unit:MegaC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA749_002	semapv:ManualMappingCuration
unit:MicroW	skos:exactMatch	eclass:IRDI_0173_1_05_AAA604_003	semapv:ManualMappingCuration
unit:MicroT	skos:exactMatch	eclass:IRDI_0173_1_05_AAA420_003	semapv:ManualMappingCuration
unit:MicroV	skos:exactMatch	eclass:IRDI_0173_1_05_AAA063_003	semapv:ManualMappingCuration
unit:MilliN-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA360_003	semapv:ManualMappingCuration
unit:MicroW-PER-M2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA507_003	semapv:ManualMappingCuration
unit:MilliC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA178_003	semapv:ManualMappingCuration
unit:MilliMOL-PER-KiloGM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA254_003	semapv:ManualMappingCuration
unit:MilliC-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA213_003	semapv:ManualMappingCuration
unit:MilliC-PER-M2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA319_003	semapv:ManualMappingCuration
unit:DYN-PER-CentiM2	skos:exactMatch	eclass:IRDI_0173_1_05_AAB022_002	semapv:ManualMappingCuration
unit:REM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA162_003	semapv:ManualMappingCuration
unit:J-PER-GM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA024_003	semapv:ManualMappingCuration
unit:DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA495_003	semapv:ManualMappingCuration
unit:DEG	skos:exactMatch	eclass:IRDI_0173_1_05_AAA117_003	semapv:ManualMappingCuration
unit:DeciM2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA243_003	semapv:ManualMappingCuration
unit:DeciM3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA167_003	semapv:ManualMappingCuration
unit:DeciM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA701_003	semapv:ManualMappingCuration
unit:DYN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA808_002	semapv:ManualMappingCuration
unit:N-PER-CentiM2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA660_005	semapv:ManualMappingCuration
unit:MilliA-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA402_003	semapv:ManualMappingCuration
unit:FT3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAB050_002	semapv:ManualMappingCuration
unit:TONNE-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA418_004	semapv:ManualMappingCuration
unit:TON_Metric-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA418_004	semapv:ManualMappingCuration
unit:TON_US-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA418_004	semapv:ManualMappingCuration
unit:MegaBIT-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA623_003	semapv:ManualMappingCuration
unit:L-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA519_002	semapv:ManualMappingCuration
unit:GigaBYTE	skos:exactMatch	eclass:IRDI_0173_1_05_AAB066_003	semapv:ManualMappingCuration
unit:TeraBYTE	skos:exactMatch	eclass:IRDI_0173_1_05_AAB067_003	semapv:ManualMappingCuration
unit:DPI	skos:exactMatch	eclass:IRDI_0173_1_05_AAA524_003	semapv:ManualMappingCuration
unit:KiloGM_F-PER-MilliM2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA981_002	semapv:ManualMappingCuration
unit:KiloGM_F-PER-CentiM2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA990_002	semapv:ManualMappingCuration
unit:MilliOHM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA471_003	semapv:ManualMappingCuration
unit:ExbiBYTE	skos:exactMatch	eclass:IRDI_0173_1_05_AAA584_002	semapv:ManualMappingCuration
unit:PebiBYTE	skos:exactMatch	eclass:IRDI_0173_1_05_AAA600_002	semapv:ManualMappingCuration
unit:TebiBYTE	skos:exactMatch	eclass:IRDI_0173_1_05_AAA283_002	semapv:ManualMappingCuration
unit:GibiBYTE	skos:exactMatch	eclass:IRDI_0173_1_05_AAA215_002	semapv:ManualMappingCuration
unit:MebiBYTE	skos:exactMatch	eclass:IRDI_0173_1_05_AAA444_002	semapv:ManualMappingCuration
unit:KibiBYTE	skos:exactMatch	eclass:IRDI_0173_1_05_AAA072_002	semapv:ManualMappingCuration
unit:PER-CentiM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA202_003	semapv:ManualMappingCuration
unit:PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA272_002	semapv:ManualMappingCuration
unit:DeciM3-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA312_003	semapv:ManualMappingCuration
unit:KiloGM-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA493_003	semapv:ManualMappingCuration
unit:KiloMOL-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA775_003	semapv:ManualMappingCuration
unit:MOL-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA341_003	semapv:ManualMappingCuration
unit:DEG-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA165_003	semapv:ManualMappingCuration
unit:DEG_C-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA721_003	semapv:ManualMappingCuration
unit:HectoPA-PER-BAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA358_003	semapv:ManualMappingCuration
unit:K-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA445_003	semapv:ManualMappingCuration
unit:KiloPA-PER-BAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA386_003	semapv:ManualMappingCuration
unit:MilliBAR-PER-BAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA454_002	semapv:ManualMappingCuration
unit:MegaPA-PER-BAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA765_003	semapv:ManualMappingCuration
unit:POISE-PER-BAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA602_003	semapv:ManualMappingCuration
unit:PA-PER-BAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA682_003	semapv:ManualMappingCuration
unit:MilliA-PER-IN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA091_003	semapv:ManualMappingCuration
unit:K-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA661_003	semapv:ManualMappingCuration
unit:K-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA073_003	semapv:ManualMappingCuration
unit:K-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA089_003	semapv:ManualMappingCuration
unit:SLUG	skos:exactMatch	eclass:IRDI_0173_1_05_AAA113_003	semapv:ManualMappingCuration
unit:KiloGM-CentiM2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA512_003	semapv:ManualMappingCuration
unit:KiloGM-MilliM2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA233_003	semapv:ManualMappingCuration
unit:LB-IN2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA613_003	semapv:ManualMappingCuration
unit:LB_F-IN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA456_003	semapv:ManualMappingCuration
unit:KiloLB_F-FT-PER-A	skos:exactMatch	eclass:IRDI_0173_1_05_AAA426_003	semapv:ManualMappingCuration
unit:GM-PER-DeciM3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA172_003	semapv:ManualMappingCuration
unit:KiloGM-PER-KiloMOL	skos:exactMatch	eclass:IRDI_0173_1_05_AAA299_003	semapv:ManualMappingCuration
unit:GM-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA185_003	semapv:ManualMappingCuration
unit:GM-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA292_003	semapv:ManualMappingCuration
unit:GM-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA521_003	semapv:ManualMappingCuration
unit:GM-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA385_003	semapv:ManualMappingCuration
unit:KiloGM-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA651_003	semapv:ManualMappingCuration
unit:KiloGM-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA573_003	semapv:ManualMappingCuration
unit:MilliGM-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA523_003	semapv:ManualMappingCuration
unit:MilliGM-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA067_003	semapv:ManualMappingCuration
unit:MilliGM-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA176_003	semapv:ManualMappingCuration
unit:N-PER-MilliM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA708_003	semapv:ManualMappingCuration
unit:ROD	skos:exactMatch	eclass:IRDI_0173_1_05_AAA201_003	semapv:ManualMappingCuration
unit:MicroM-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA106_003	semapv:ManualMappingCuration
unit:CentiM-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA198_003	semapv:ManualMappingCuration
unit:M-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA235_003	semapv:ManualMappingCuration
unit:MilliM-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA316_003	semapv:ManualMappingCuration
unit:PER-BAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA218_003	semapv:ManualMappingCuration
unit:MilliA-PER-MilliM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA187_003	semapv:ManualMappingCuration
unit:IN_H2O	skos:exactMatch	eclass:IRDI_0173_1_05_AAA118_003	semapv:ManualMappingCuration
unit:IN_HG	skos:exactMatch	eclass:IRDI_0173_1_05_AAA783_003	semapv:ManualMappingCuration
unit:BAR-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA640_003	semapv:ManualMappingCuration
unit:HectoPA-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA484_003	semapv:ManualMappingCuration
unit:KiloPA-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA205_003	semapv:ManualMappingCuration
unit:MilliBAR-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA086_002	semapv:ManualMappingCuration
unit:MegaPA-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA192_003	semapv:ManualMappingCuration
unit:N-CentiM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA422_003	semapv:ManualMappingCuration
unit:N-M-PER-A	skos:exactMatch	eclass:IRDI_0173_1_05_AAA136_003	semapv:ManualMappingCuration
unit:BAR-L-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA263_003	semapv:ManualMappingCuration
unit:BAR-M3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA400_003	semapv:ManualMappingCuration
unit:HectoPA-L-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA328_003	semapv:ManualMappingCuration
unit:HectoPA-M3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA287_003	semapv:ManualMappingCuration
unit:MilliBAR-L-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA479_003	semapv:ManualMappingCuration
unit:MilliBAR-M3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA355_003	semapv:ManualMappingCuration
unit:MegaPA-L-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA405_003	semapv:ManualMappingCuration
unit:MegaPA-M3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA333_003	semapv:ManualMappingCuration
unit:PA-L-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA054_003	semapv:ManualMappingCuration
unit:DEG_F	skos:exactMatch	eclass:IRDI_0173_1_05_AAA739_004	semapv:ManualMappingCuration
unit:FARAD	skos:exactMatch	eclass:IRDI_0173_1_05_AAA540_003	semapv:ManualMappingCuration
unit:MicroMOL	skos:exactMatch	eclass:IRDI_0173_1_05_AAA016_003	semapv:ManualMappingCuration
unit:FT	skos:exactMatch	eclass:IRDI_0173_1_05_AAA313_003	semapv:ManualMappingCuration
unit:LB-PER-FT2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA377_005	semapv:ManualMappingCuration
unit:FT-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAB015_002	semapv:ManualMappingCuration
unit:FT-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA219_003	semapv:ManualMappingCuration
unit:FT2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA403_003	semapv:ManualMappingCuration
unit:FT3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA128_003	semapv:ManualMappingCuration
unit:PA-M3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA065_003	semapv:ManualMappingCuration
unit:IN2-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA675_003	semapv:ManualMappingCuration
unit:N-M-PER-KiloGM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA133_003	semapv:ManualMappingCuration
unit:KiloLB_F-FT-PER-LB	skos:exactMatch	eclass:IRDI_0173_1_05_AAA184_003	semapv:ManualMappingCuration
unit:CUP	skos:exactMatch	eclass:IRDI_0173_1_05_AAA363_003	semapv:ManualMappingCuration
unit:CUP_US	skos:exactMatch	eclass:IRDI_0173_1_05_AAA363_003	semapv:ManualMappingCuration
unit:TBSP	skos:exactMatch	eclass:IRDI_0173_1_05_AAA680_003	semapv:ManualMappingCuration
unit:TSP	skos:exactMatch	eclass:IRDI_0173_1_05_AAA629_003	semapv:ManualMappingCuration
unit:STR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA294_003	semapv:ManualMappingCuration
unit:CentiM3-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA785_003	semapv:ManualMappingCuration
unit:L-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA778_003	semapv:ManualMappingCuration
unit:M3-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA369_003	semapv:ManualMappingCuration
unit:GAL_UK-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA868_002	semapv:ManualMappingCuration
unit:MilliL-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA112_003	semapv:ManualMappingCuration
unit:KiloGM-PER-CentiM3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA527_003	semapv:ManualMappingCuration
unit:OZ-PER-YD3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA352_003	semapv:ManualMappingCuration
unit:MicroS-PER-CentiM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA576_003	semapv:ManualMappingCuration
unit:MicroS-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA579_003	semapv:ManualMappingCuration
unit:NanoS-PER-CentiM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA461_003	semapv:ManualMappingCuration
unit:NanoS-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA621_003	semapv:ManualMappingCuration
unit:CentiM3-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA676_003	semapv:ManualMappingCuration
unit:CentiM3-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA075_003	semapv:ManualMappingCuration
unit:CentiM3-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA222_003	semapv:ManualMappingCuration
unit:GAL_US-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA193_003	semapv:ManualMappingCuration
unit:L-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA288_003	semapv:ManualMappingCuration
unit:M3-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA628_003	semapv:ManualMappingCuration
unit:M3-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA250_003	semapv:ManualMappingCuration
unit:MilliL-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA472_002	semapv:ManualMappingCuration
unit:MilliL-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA755_002	semapv:ManualMappingCuration
unit:IN3-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA381_003	semapv:ManualMappingCuration
unit:IN3-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA553_003	semapv:ManualMappingCuration
unit:IN3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA740_003	semapv:ManualMappingCuration
unit:MilliM4	skos:exactMatch	eclass:IRDI_0173_1_05_AAA061_003	semapv:ManualMappingCuration
unit:MicroH-PER-KiloOHM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA606_003	semapv:ManualMappingCuration
unit:MicroH-PER-OHM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA428_003	semapv:ManualMappingCuration
unit:GAL_US-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA936_002	semapv:ManualMappingCuration
unit:GigaBQ	skos:exactMatch	eclass:IRDI_0173_1_05_AAA800_002	semapv:ManualMappingCuration
unit:GM-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA563_003	semapv:ManualMappingCuration
unit:GI_UK	skos:exactMatch	eclass:IRDI_0173_1_05_AAB040_002	semapv:ManualMappingCuration
unit:GM-PER-MilliL	skos:exactMatch	eclass:IRDI_0173_1_05_AAA338_003	semapv:ManualMappingCuration
unit:GM-PER-KiloGM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA209_003	semapv:ManualMappingCuration
unit:GM-PER-L	skos:exactMatch	eclass:IRDI_0173_1_05_AAA326_003	semapv:ManualMappingCuration
unit:GAL_IMP	skos:exactMatch	eclass:IRDI_0173_1_05_AAB042_002	semapv:ManualMappingCuration
unit:GAL_UK	skos:exactMatch	eclass:IRDI_0173_1_05_AAB042_002	semapv:ManualMappingCuration
unit:GAL_US	skos:exactMatch	eclass:IRDI_0173_1_05_AAA768_003	semapv:ManualMappingCuration
unit:GM-PER-M2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA757_003	semapv:ManualMappingCuration
unit:MilliGM-PER-M2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA457_003	semapv:ManualMappingCuration
unit:MilliGM-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA391_003	semapv:ManualMappingCuration
unit:MicroGM-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA046_003	semapv:ManualMappingCuration
unit:GM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA728_003	semapv:ManualMappingCuration
unit:GRAIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA995_002	semapv:ManualMappingCuration
unit:GigaJ	skos:exactMatch	eclass:IRDI_0173_1_05_AAA609_003	semapv:ManualMappingCuration
unit:GigaW-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA124_003	semapv:ManualMappingCuration
unit:H-PER-KiloOHM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA189_003	semapv:ManualMappingCuration
unit:H-PER-OHM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA452_003	semapv:ManualMappingCuration
unit:MilliH-PER-KiloOHM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA271_003	semapv:ManualMappingCuration
unit:MilliH-PER-OHM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA188_003	semapv:ManualMappingCuration
unit:PA-SEC-PER-BAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA359_003	semapv:ManualMappingCuration
unit:MicroBQ	skos:exactMatch	eclass:IRDI_0173_1_05_AAA375_003	semapv:ManualMappingCuration
unit:PER-YR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA727_004	semapv:ManualMappingCuration
unit:PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA183_002	semapv:ManualMappingCuration
unit:PER-MO	skos:exactMatch	eclass:IRDI_0173_1_05_AAA361_003	semapv:ManualMappingCuration
unit:DEG_C-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA767_002	semapv:ManualMappingCuration
unit:DEG_C-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA677_003	semapv:ManualMappingCuration
unit:DEG_C-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA786_003	semapv:ManualMappingCuration
unit:V-PER-IN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA324_004	semapv:ManualMappingCuration
unit:V-PER-MicroSEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA070_004	semapv:ManualMappingCuration
unit:DEG-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA707_004	semapv:ManualMappingCuration
unit:MicroFARAD-PER-KiloM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA052_004	semapv:ManualMappingCuration
unit:MicroGM-PER-L	skos:exactMatch	eclass:IRDI_0173_1_05_AAA099_004	semapv:ManualMappingCuration
unit:MicroM2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA284_004	semapv:ManualMappingCuration
unit:FARAD-PER-KiloM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA246_004	semapv:ManualMappingCuration
unit:HZ-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA691_004	semapv:ManualMappingCuration
unit:M-K-PER-W	skos:exactMatch	eclass:IRDI_0173_1_05_AAA348_004	semapv:ManualMappingCuration
unit:K-M-PER-W	skos:exactMatch	eclass:IRDI_0173_1_05_AAA348_004	semapv:ManualMappingCuration
unit:MegaA	skos:exactMatch	eclass:IRDI_0173_1_05_AAA608_004	semapv:ManualMappingCuration
unit:MegaHZ-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA399_004	semapv:ManualMappingCuration
unit:N-PER-A	skos:exactMatch	eclass:IRDI_0173_1_05_AAA699_004	semapv:ManualMappingCuration
unit:PA-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA171_004	semapv:ManualMappingCuration
unit:S-PER-CentiM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA057_004	semapv:ManualMappingCuration
unit:TeraOHM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA415_004	semapv:ManualMappingCuration
unit:V-SEC-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA240_004	semapv:ManualMappingCuration
unit:V-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA446_004	semapv:ManualMappingCuration
unit:W-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA780_004	semapv:ManualMappingCuration
unit:AttoFARAD	skos:exactMatch	eclass:IRDI_0173_1_05_AAA290_004	semapv:ManualMappingCuration
